Date,SiteName,LocationName,LocationGroup,WeekDay,BRCYear,BRCQuarter,BRCMonth,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount
19/03/2016,York,Church Street,,Saturday,2016,,March,11,2676,3238,5914,,,,,,
19/03/2016,York,Coney Street,,Saturday,2016,,March,11,19920,16561,36481,,,,,,
19/03/2016,York,Micklegate,,Saturday,2016,,March,11,3701,3794,7495,,,,,,
19/03/2016,York,Parliament Street,,Saturday,2016,,March,11,11861,13231,25092,,,,,,
19/03/2016,York,Stonegate,,Saturday,2016,,March,11,13794,12727,26521,,,,,,
20/03/2016,York,Church Street,,Sunday,2016,,March,11,1607,2165,3772,,,,,,
20/03/2016,York,Coney Street,,Sunday,2016,,March,11,11264,9261,20525,,,,,,
20/03/2016,York,Micklegate,,Sunday,2016,,March,11,2351,2602,4953,,,,,,
20/03/2016,York,Parliament Street,,Sunday,2016,,March,11,6787,6824,13611,,,,,,
20/03/2016,York,Stonegate,,Sunday,2016,,March,11,8380,7327,15707,,,,,,
21/03/2016,York,Church Street,,Monday,2016,,March,12,1806,2170,3976,,,,,,
21/03/2016,York,Coney Street,,Monday,2016,,March,12,11639,9182,20821,,,,,,
21/03/2016,York,Micklegate,,Monday,2016,,March,12,2518,2716,5234,,,,,,
21/03/2016,York,Parliament Street,,Monday,2016,,March,12,8488,8939,17427,,,,,,
21/03/2016,York,Stonegate,,Monday,2016,,March,12,6867,6288,13155,,,,,,
22/03/2016,York,Church Street,,Tuesday,2016,,March,12,1688,2141,3829,,,,,,
22/03/2016,York,Coney Street,,Tuesday,2016,,March,12,11055,8711,19766,,,,,,
22/03/2016,York,Micklegate,,Tuesday,2016,,March,12,2471,2610,5081,,,,,,
22/03/2016,York,Parliament Street,,Tuesday,2016,,March,12,7145,8040,15185,,,,,,
22/03/2016,York,Stonegate,,Tuesday,2016,,March,12,6924,6261,13185,,,,,,
23/03/2016,York,Church Street,,Wednesday,2016,,March,12,1851,2193,4044,,,,,,
23/03/2016,York,Coney Street,,Wednesday,2016,,March,12,11842,9632,21474,,,,,,
23/03/2016,York,Micklegate,,Wednesday,2016,,March,12,2650,2605,5255,,,,,,
23/03/2016,York,Parliament Street,,Wednesday,2016,,March,12,7521,8473,15994,,,,,,
23/03/2016,York,Stonegate,,Wednesday,2016,,March,12,5948,5512,11460,,,,,,
24/03/2016,York,Church Street,,Thursday,2016,,March,12,2337,2653,4990,,,,,,
24/03/2016,York,Coney Street,,Thursday,2016,,March,12,13661,9742,23403,,,,,,
24/03/2016,York,Micklegate,,Thursday,2016,,March,12,2803,2854,5657,,,,,,
24/03/2016,York,Parliament Street,,Thursday,2016,,March,12,9226,9514,18740,,,,,,
24/03/2016,York,Stonegate,,Thursday,2016,,March,12,7892,7131,15023,,,,,,
25/03/2016,York,Church Street,,Friday,2016,,March,12,2610,3284,5894,,,,,,
25/03/2016,York,Coney Street,,Friday,2016,,March,12,19019,16166,35185,,,,,,
25/03/2016,York,Micklegate,,Friday,2016,,March,12,4170,4174,8344,,,,,,
25/03/2016,York,Parliament Street,,Friday,2016,,March,12,16860,13805,30665,,,,,,
25/03/2016,York,Stonegate,,Friday,2016,,March,12,13996,11686,25682,,,,,,
26/03/2016,York,Church Street,,Saturday,2016,,March,12,2995,3526,6521,,,,,,
26/03/2016,York,Coney Street,,Saturday,2016,,March,12,20236,16664,36900,,,,,,
26/03/2016,York,Micklegate,,Saturday,2016,,March,12,3609,4005,7614,,,,,,
26/03/2016,York,Parliament Street,,Saturday,2016,,March,12,16018,14330,30348,,,,,,
26/03/2016,York,Stonegate,,Saturday,2016,,March,12,15439,14086,29525,,,,,,
27/03/2016,York,Church Street,,Sunday,2016,,March,12,1943,2582,4525,,,,,,
27/03/2016,York,Coney Street,,Sunday,2016,,March,12,10833,8635,19468,,,,,,
27/03/2016,York,Micklegate,,Sunday,2016,,March,12,2784,2976,5760,,,,,,
27/03/2016,York,Parliament Street,,Sunday,2016,,March,12,8834,6680,15514,,,,,,
27/03/2016,York,Stonegate,,Sunday,2016,,March,12,11388,9406,20794,,,,,,
01/04/2016,York,Church Street,,Friday,2016,,March,13,2440,2961,5401,,,,,,
01/04/2016,York,Coney Street,,Friday,2016,,March,13,14384,10858,25242,,,,,,
01/04/2016,York,Micklegate,,Friday,2016,,March,13,3038,3161,6199,,,,,,
01/04/2016,York,Parliament Street,,Friday,2016,,March,13,9757,11076,20833,,,,,,
01/04/2016,York,Stonegate,,Friday,2016,,March,13,10235,9204,19439,,,,,,
02/04/2016,York,Church Street,,Saturday,2016,,March,13,2652,3074,5726,,,,,,
02/04/2016,York,Coney Street,,Saturday,2016,,March,13,18392,14953,33345,,,,,,
02/04/2016,York,Micklegate,,Saturday,2016,,March,13,3382,3618,7000,,,,,,
02/04/2016,York,Parliament Street,,Saturday,2016,,March,13,9294,9510,18804,,,,,,
02/04/2016,York,Stonegate,,Saturday,2016,,March,13,14171,12960,27131,,,,,,
03/04/2016,York,Church Street,,Sunday,2016,,March,13,1613,2309,3922,,,,,,
03/04/2016,York,Coney Street,,Sunday,2016,,March,13,11587,9982,21569,,,,,,
03/04/2016,York,Micklegate,,Sunday,2016,,March,13,2620,2810,5430,,,,,,
03/04/2016,York,Parliament Street,,Sunday,2016,,March,13,8245,8914,17159,,,,,,
03/04/2016,York,Stonegate,,Sunday,2016,,March,13,8878,7907,16785,,,,,,
28/03/2016,York,Church Street,,Monday,2016,,March,13,1823,2565,4388,,,,,,
28/03/2016,York,Coney Street,,Monday,2016,,March,13,12552,10396,22948,,,,,,
28/03/2016,York,Micklegate,,Monday,2016,,March,13,2254,2533,4787,,,,,,
28/03/2016,York,Parliament Street,,Monday,2016,,March,13,11212,9090,20302,,,,,,
28/03/2016,York,Stonegate,,Monday,2016,,March,13,9939,8957,18896,,,,,,
29/03/2016,York,Church Street,,Tuesday,2016,,March,13,2243,2604,4847,,,,,,
29/03/2016,York,Coney Street,,Tuesday,2016,,March,13,13442,10326,23768,,,,,,
29/03/2016,York,Micklegate,,Tuesday,2016,,March,13,2731,2914,5645,,,,,,
29/03/2016,York,Parliament Street,,Tuesday,2016,,March,13,11576,12608,24184,,,,,,
29/03/2016,York,Stonegate,,Tuesday,2016,,March,13,9495,8620,18115,,,,,,
30/03/2016,York,Church Street,,Wednesday,2016,,March,13,2390,2810,5200,,,,,,
30/03/2016,York,Coney Street,,Wednesday,2016,,March,13,14285,11553,25838,,,,,,
30/03/2016,York,Micklegate,,Wednesday,2016,,March,13,2790,3025,5815,,,,,,
30/03/2016,York,Parliament Street,,Wednesday,2016,,March,13,11687,12753,24440,,,,,,
30/03/2016,York,Stonegate,,Wednesday,2016,,March,13,9463,8706,18169,,,,,,
31/03/2016,York,Church Street,,Thursday,2016,,March,13,2405,2798,5203,,,,,,
31/03/2016,York,Coney Street,,Thursday,2016,,March,13,15622,12152,27774,,,,,,
31/03/2016,York,Micklegate,,Thursday,2016,,March,13,2961,3082,6043,,,,,,
31/03/2016,York,Parliament Street,,Thursday,2016,,March,13,13821,15351,29172,,,,,,
31/03/2016,York,Stonegate,,Thursday,2016,,March,13,9251,8802,18053,,,,,,
04/04/2016,York,Church Street,,Monday,2016,,April,14,1996,2491,4487,,,,,,
04/04/2016,York,Coney Street,,Monday,2016,,April,14,12055,9413,21468,,,,,,
04/04/2016,York,Micklegate,,Monday,2016,,April,14,2552,2446,4998,,,,,,
04/04/2016,York,Parliament Street,,Monday,2016,,April,14,8645,9984,18629,,,,,,
04/04/2016,York,Stonegate,,Monday,2016,,April,14,8176,7727,15903,,,,,,
05/04/2016,York,Church Street,,Tuesday,2016,,April,14,2017,2610,4627,,,,,,
05/04/2016,York,Coney Street,,Tuesday,2016,,April,14,13387,10302,23689,,,,,,
05/04/2016,York,Micklegate,,Tuesday,2016,,April,14,2916,3022,5938,,,,,,
05/04/2016,York,Parliament Street,,Tuesday,2016,,April,14,9809,10649,20458,,,,,,
05/04/2016,York,Stonegate,,Tuesday,2016,,April,14,9231,8101,17332,,,,,,
06/04/2016,York,Church Street,,Wednesday,2016,,April,14,2249,2732,4981,,,,,,
06/04/2016,York,Coney Street,,Wednesday,2016,,April,14,13318,10418,23736,,,,,,
06/04/2016,York,Micklegate,,Wednesday,2016,,April,14,2805,2999,5804,,,,,,
06/04/2016,York,Parliament Street,,Wednesday,2016,,April,14,10108,10923,21031,,,,,,
06/04/2016,York,Stonegate,,Wednesday,2016,,April,14,8516,7749,16265,,,,,,
07/04/2016,York,Church Street,,Thursday,2016,,April,14,2082,2604,4686,,,,,,
07/04/2016,York,Coney Street,,Thursday,2016,,April,14,13601,10589,24190,,,,,,
07/04/2016,York,Micklegate,,Thursday,2016,,April,14,2618,2905,5523,,,,,,
07/04/2016,York,Parliament Street,,Thursday,2016,,April,14,9382,9870,19252,,,,,,
07/04/2016,York,Stonegate,,Thursday,2016,,April,14,8395,7788,16183,,,,,,
08/04/2016,York,Church Street,,Friday,2016,,April,14,2697,2995,5692,,,,,,
08/04/2016,York,Coney Street,,Friday,2016,,April,14,14473,11150,25623,,,,,,
08/04/2016,York,Micklegate,,Friday,2016,,April,14,3607,3540,7147,,,,,,
08/04/2016,York,Parliament Street,,Friday,2016,,April,14,11609,12666,24275,,,,,,
08/04/2016,York,Stonegate,,Friday,2016,,April,14,9687,9013,18700,,,,,,
09/04/2016,York,Church Street,,Saturday,2016,,April,14,2890,3141,6031,,,,,,
09/04/2016,York,Coney Street,,Saturday,2016,,April,14,18920,15623,34543,,,,,,
09/04/2016,York,Micklegate,,Saturday,2016,,April,14,4229,4086,8315,,,,,,
09/04/2016,York,Parliament Street,,Saturday,2016,,April,14,13389,14346,27735,,,,,,
09/04/2016,York,Stonegate,,Saturday,2016,,April,14,13337,12158,25495,,,,,,
10/04/2016,York,Church Street,,Sunday,2016,,April,14,1852,2415,4267,,,,,,
10/04/2016,York,Coney Street,,Sunday,2016,,April,14,11753,10068,21821,,,,,,
10/04/2016,York,Micklegate,,Sunday,2016,,April,14,2623,2990,5613,,,,,,
10/04/2016,York,Parliament Street,,Sunday,2016,,April,14,9494,10725,20219,,,,,,
10/04/2016,York,Stonegate,,Sunday,2016,,April,14,8413,7420,15833,,,,,,
11/04/2016,York,Church Street,,Monday,2016,,April,15,1996,2491,4487,,,,,,
11/04/2016,York,Coney Street,,Monday,2016,,April,15,12055,9413,21468,,,,,,
11/04/2016,York,Micklegate,,Monday,2016,,April,15,2552,2446,4998,,,,,,
11/04/2016,York,Parliament Street,,Monday,2016,,April,15,8645,9984,18629,,,,,,
11/04/2016,York,Stonegate,,Monday,2016,,April,15,8176,7727,15903,,,,,,
12/04/2016,York,Church Street,,Tuesday,2016,,April,15,2017,2610,4627,,,,,,
12/04/2016,York,Coney Street,,Tuesday,2016,,April,15,13387,10302,23689,,,,,,
12/04/2016,York,Micklegate,,Tuesday,2016,,April,15,2916,3022,5938,,,,,,
12/04/2016,York,Parliament Street,,Tuesday,2016,,April,15,9809,10649,20458,,,,,,
12/04/2016,York,Stonegate,,Tuesday,2016,,April,15,9231,8101,17332,,,,,,
13/04/2016,York,Church Street,,Wednesday,2016,,April,15,2249,2732,4981,,,,,,
13/04/2016,York,Coney Street,,Wednesday,2016,,April,15,13318,10418,23736,,,,,,
13/04/2016,York,Micklegate,,Wednesday,2016,,April,15,2805,2999,5804,,,,,,
13/04/2016,York,Parliament Street,,Wednesday,2016,,April,15,10108,10923,21031,,,,,,
13/04/2016,York,Stonegate,,Wednesday,2016,,April,15,8516,7749,16265,,,,,,
14/04/2016,York,Church Street,,Thursday,2016,,April,15,2082,2604,4686,,,,,,
14/04/2016,York,Coney Street,,Thursday,2016,,April,15,13601,10589,24190,,,,,,
14/04/2016,York,Micklegate,,Thursday,2016,,April,15,2618,2905,5523,,,,,,
14/04/2016,York,Parliament Street,,Thursday,2016,,April,15,9382,9870,19252,,,,,,
14/04/2016,York,Stonegate,,Thursday,2016,,April,15,8395,7788,16183,,,,,,
15/04/2016,York,Church Street,,Friday,2016,,April,15,2697,2995,5692,,,,,,
15/04/2016,York,Coney Street,,Friday,2016,,April,15,14473,11150,25623,,,,,,
15/04/2016,York,Micklegate,,Friday,2016,,April,15,3607,3540,7147,,,,,,
15/04/2016,York,Parliament Street,,Friday,2016,,April,15,11609,12666,24275,,,,,,
15/04/2016,York,Stonegate,,Friday,2016,,April,15,9687,9013,18700,,,,,,
16/04/2016,York,Church Street,,Saturday,2016,,April,15,2890,3141,6031,,,,,,
16/04/2016,York,Coney Street,,Saturday,2016,,April,15,18920,15623,34543,,,,,,
16/04/2016,York,Micklegate,,Saturday,2016,,April,15,4229,4086,8315,,,,,,
16/04/2016,York,Parliament Street,,Saturday,2016,,April,15,13389,14346,27735,,,,,,
16/04/2016,York,Stonegate,,Saturday,2016,,April,15,13337,12158,25495,,,,,,
17/04/2016,York,Church Street,,Sunday,2016,,April,15,1852,2415,4267,,,,,,
17/04/2016,York,Coney Street,,Sunday,2016,,April,15,11753,10068,21821,,,,,,
17/04/2016,York,Micklegate,,Sunday,2016,,April,15,2623,2990,5613,,,,,,
17/04/2016,York,Parliament Street,,Sunday,2016,,April,15,9494,10725,20219,,,,,,
17/04/2016,York,Stonegate,,Sunday,2016,,April,15,8413,7420,15833,,,,,,
18/04/2016,York,Church Street,,Monday,2016,,April,16,1783,2168,3951,,,,,,
18/04/2016,York,Coney Street,,Monday,2016,,April,16,11162,8612,19774,,,,,,
18/04/2016,York,Micklegate,,Monday,2016,,April,16,2881,2670,5551,,,,,,
18/04/2016,York,Parliament Street,,Monday,2016,,April,16,7343,8328,15671,,,,,,
18/04/2016,York,Stonegate,,Monday,2016,,April,16,5987,5318,11305,,,,,,
19/04/2016,York,Church Street,,Tuesday,2016,,April,16,1977,2309,4286,,,,,,
19/04/2016,York,Coney Street,,Tuesday,2016,,April,16,12209,9458,21667,,,,,,
19/04/2016,York,Micklegate,,Tuesday,2016,,April,16,3025,2993,6018,,,,,,
19/04/2016,York,Parliament Street,,Tuesday,2016,,April,16,9844,11768,21612,,,,,,
19/04/2016,York,Stonegate,,Tuesday,2016,,April,16,6657,5719,12376,,,,,,
20/04/2016,York,Church Street,,Wednesday,2016,,April,16,2260,2411,4671,,,,,,
20/04/2016,York,Coney Street,,Wednesday,2016,,April,16,12710,9723,22433,,,,,,
20/04/2016,York,Micklegate,,Wednesday,2016,,April,16,3242,3046,6288,,,,,,
20/04/2016,York,Parliament Street,,Wednesday,2016,,April,16,10996,13285,24281,,,,,,
20/04/2016,York,Stonegate,,Wednesday,2016,,April,16,6580,5911,12491,,,,,,
21/04/2016,York,Church Street,,Thursday,2016,,April,16,2014,2503,4517,,,,,,
21/04/2016,York,Coney Street,,Thursday,2016,,April,16,12202,9160,21362,,,,,,
21/04/2016,York,Micklegate,,Thursday,2016,,April,16,3309,3241,6550,,,,,,
21/04/2016,York,Parliament Street,,Thursday,2016,,April,16,12307,14079,26386,,,,,,
21/04/2016,York,Stonegate,,Thursday,2016,,April,16,6340,5690,12030,,,,,,
22/04/2016,York,Church Street,,Friday,2016,,April,16,2295,2774,5069,,,,,,
22/04/2016,York,Coney Street,,Friday,2016,,April,16,13446,10202,23648,,,,,,
22/04/2016,York,Micklegate,,Friday,2016,,April,16,3002,2953,5955,,,,,,
22/04/2016,York,Parliament Street,,Friday,2016,,April,16,10508,11361,21869,,,,,,
22/04/2016,York,Stonegate,,Friday,2016,,April,16,7762,6974,14736,,,,,,
23/04/2016,York,Church Street,,Saturday,2016,,April,16,2823,3652,6475,,,,,,
23/04/2016,York,Coney Street,,Saturday,2016,,April,16,19798,16407,36205,,,,,,
23/04/2016,York,Micklegate,,Saturday,2016,,April,16,4478,4568,9046,,,,,,
23/04/2016,York,Parliament Street,,Saturday,2016,,April,16,16717,17231,33948,,,,,,
23/04/2016,York,Stonegate,,Saturday,2016,,April,16,17025,15388,32413,,,,,,
24/04/2016,York,Church Street,,Sunday,2016,,April,16,1496,2117,3613,,,,,,
24/04/2016,York,Coney Street,,Sunday,2016,,April,16,11431,8998,20429,,,,,,
24/04/2016,York,Micklegate,,Sunday,2016,,April,16,2177,2375,4552,,,,,,
24/04/2016,York,Parliament Street,,Sunday,2016,,April,16,8402,9529,17931,,,,,,
24/04/2016,York,Stonegate,,Sunday,2016,,April,16,8332,7377,15709,,,,,,
01/05/2016,York,Church Street,,Sunday,2016,,April,17,2283,2795,5078,,,,,,
01/05/2016,York,Coney Street,,Sunday,2016,,April,17,15846,12456,28302,,,,,,
01/05/2016,York,Micklegate,,Sunday,2016,,April,17,3170,3363,6533,,,,,,
01/05/2016,York,Parliament Street,,Sunday,2016,,April,17,8260,8676,16936,,,,,,
01/05/2016,York,Stonegate,,Sunday,2016,,April,17,11452,10629,22081,,,,,,
25/04/2016,York,Church Street,,Monday,2016,,April,17,1702,1983,3685,,,,,,
25/04/2016,York,Coney Street,,Monday,2016,,April,17,10735,7954,18689,,,,,,
25/04/2016,York,Micklegate,,Monday,2016,,April,17,2580,2532,5112,,,,,,
25/04/2016,York,Parliament Street,,Monday,2016,,April,17,7536,8837,16373,,,,,,
25/04/2016,York,Stonegate,,Monday,2016,,April,17,5485,5032,10517,,,,,,
26/04/2016,York,Church Street,,Tuesday,2016,,April,17,1625,2157,3782,,,,,,
26/04/2016,York,Coney Street,,Tuesday,2016,,April,17,9804,7412,17216,,,,,,
26/04/2016,York,Micklegate,,Tuesday,2016,,April,17,3339,3039,6378,,,,,,
26/04/2016,York,Parliament Street,,Tuesday,2016,,April,17,8607,9980,18587,,,,,,
26/04/2016,York,Stonegate,,Tuesday,2016,,April,17,5503,4678,10181,,,,,,
27/04/2016,York,Church Street,,Wednesday,2016,,April,17,1993,2422,4415,,,,,,
27/04/2016,York,Coney Street,,Wednesday,2016,,April,17,10569,7722,18291,,,,,,
27/04/2016,York,Micklegate,,Wednesday,2016,,April,17,3339,3042,6381,,,,,,
27/04/2016,York,Parliament Street,,Wednesday,2016,,April,17,7625,9048,16673,,,,,,
27/04/2016,York,Stonegate,,Wednesday,2016,,April,17,5759,5095,10854,,,,,,
28/04/2016,York,Church Street,,Thursday,2016,,April,17,2069,2502,4571,,,,,,
28/04/2016,York,Coney Street,,Thursday,2016,,April,17,11102,7999,19101,,,,,,
28/04/2016,York,Micklegate,,Thursday,2016,,April,17,3014,2864,5878,,,,,,
28/04/2016,York,Parliament Street,,Thursday,2016,,April,17,7418,8592,16010,,,,,,
28/04/2016,York,Stonegate,,Thursday,2016,,April,17,5528,4912,10440,,,,,,
29/04/2016,York,Church Street,,Friday,2016,,April,17,2354,2473,4827,,,,,,
29/04/2016,York,Coney Street,,Friday,2016,,April,17,12666,8995,21661,,,,,,
29/04/2016,York,Micklegate,,Friday,2016,,April,17,2868,2928,5796,,,,,,
29/04/2016,York,Parliament Street,,Friday,2016,,April,17,8149,9274,17423,,,,,,
29/04/2016,York,Stonegate,,Friday,2016,,April,17,6715,5989,12704,,,,,,
30/04/2016,York,Church Street,,Saturday,2016,,April,17,3217,3797,7014,,,,,,
30/04/2016,York,Coney Street,,Saturday,2016,,April,17,21146,17992,39138,,,,,,
30/04/2016,York,Micklegate,,Saturday,2016,,April,17,4409,4404,8813,,,,,,
30/04/2016,York,Parliament Street,,Saturday,2016,,April,17,15156,16676,31832,,,,,,
30/04/2016,York,Stonegate,,Saturday,2016,,April,17,15697,14623,30320,,,,,,
02/05/2016,York,Church Street,,Monday,2016,,May,18,1939,2253,4192,,,,,,
02/05/2016,York,Coney Street,,Monday,2016,,May,18,13566,10999,24565,,,,,,
02/05/2016,York,Micklegate,,Monday,2016,,May,18,2402,2460,4862,,,,,,
02/05/2016,York,Parliament Street,,Monday,2016,,May,18,8960,10344,19304,,,,,,
02/05/2016,York,Stonegate,,Monday,2016,,May,18,9486,8526,18012,,,,,,
03/05/2016,York,Church Street,,Tuesday,2016,,May,18,2063,2341,4404,,,,,,
03/05/2016,York,Coney Street,,Tuesday,2016,,May,18,11309,8946,20255,,,,,,
03/05/2016,York,Micklegate,,Tuesday,2016,,May,18,2846,2734,5580,,,,,,
03/05/2016,York,Parliament Street,,Tuesday,2016,,May,18,10532,12540,23072,,,,,,
03/05/2016,York,Stonegate,,Tuesday,2016,,May,18,6530,5475,12005,,,,,,
04/05/2016,York,Church Street,,Wednesday,2016,,May,18,2171,2311,4482,,,,,,
04/05/2016,York,Coney Street,,Wednesday,2016,,May,18,11514,8920,20434,,,,,,
04/05/2016,York,Micklegate,,Wednesday,2016,,May,18,3163,3010,6173,,,,,,
04/05/2016,York,Parliament Street,,Wednesday,2016,,May,18,11058,12808,23866,,,,,,
04/05/2016,York,Stonegate,,Wednesday,2016,,May,18,6236,5573,11809,,,,,,
05/05/2016,York,Church Street,,Thursday,2016,,May,18,2183,2311,4494,,,,,,
05/05/2016,York,Coney Street,,Thursday,2016,,May,18,12162,9388,21550,,,,,,
05/05/2016,York,Micklegate,,Thursday,2016,,May,18,3326,3167,6493,,,,,,
05/05/2016,York,Parliament Street,,Thursday,2016,,May,18,10895,12848,23743,,,,,,
05/05/2016,York,Stonegate,,Thursday,2016,,May,18,6941,6131,13072,,,,,,
06/05/2016,York,Church Street,,Friday,2016,,May,18,2280,2471,4751,,,,,,
06/05/2016,York,Coney Street,,Friday,2016,,May,18,13187,9828,23015,,,,,,
06/05/2016,York,Micklegate,,Friday,2016,,May,18,3560,3206,6766,,,,,,
06/05/2016,York,Parliament Street,,Friday,2016,,May,18,9982,11276,21258,,,,,,
06/05/2016,York,Stonegate,,Friday,2016,,May,18,8226,7054,15280,,,,,,
07/05/2016,York,Church Street,,Saturday,2016,,May,18,3058,3213,6271,,,,,,
07/05/2016,York,Coney Street,,Saturday,2016,,May,18,20367,16955,37322,,,,,,
07/05/2016,York,Micklegate,,Saturday,2016,,May,18,5131,4397,9528,,,,,,
07/05/2016,York,Parliament Street,,Saturday,2016,,May,18,14993,16312,31305,,,,,,
07/05/2016,York,Stonegate,,Saturday,2016,,May,18,14430,12848,27278,,,,,,
08/05/2016,York,Church Street,,Sunday,2016,,May,18,1700,2123,3823,,,,,,
08/05/2016,York,Coney Street,,Sunday,2016,,May,18,12470,10679,23149,,,,,,
08/05/2016,York,Micklegate,,Sunday,2016,,May,18,3120,2782,5902,,,,,,
08/05/2016,York,Parliament Street,,Sunday,2016,,May,18,9041,9996,19037,,,,,,
08/05/2016,York,Stonegate,,Sunday,2016,,May,18,8136,7376,15512,,,,,,
09/05/2016,York,Church Street,,Monday,2016,,May,19,2083,1988,4071,,,,,,
09/05/2016,York,Coney Street,,Monday,2016,,May,19,11604,8873,20477,,,,,,
09/05/2016,York,Micklegate,,Monday,2016,,May,19,3549,2896,6445,,,,,,
09/05/2016,York,Parliament Street,,Monday,2016,,May,19,10641,12512,23153,,,,,,
09/05/2016,York,Stonegate,,Monday,2016,,May,19,5785,5057,10842,,,,,,
10/05/2016,York,Church Street,,Tuesday,2016,,May,19,1711,2096,3807,,,,,,
10/05/2016,York,Coney Street,,Tuesday,2016,,May,19,10568,7593,18161,,,,,,
10/05/2016,York,Micklegate,,Tuesday,2016,,May,19,2668,2603,5271,,,,,,
10/05/2016,York,Parliament Street,,Tuesday,2016,,May,19,7394,8851,16245,,,,,,
10/05/2016,York,Stonegate,,Tuesday,2016,,May,19,5699,5203,10902,,,,,,
11/05/2016,York,Church Street,,Wednesday,2016,,May,19,1779,2302,4081,,,,,,
11/05/2016,York,Coney Street,,Wednesday,2016,,May,19,10477,8177,18654,,,,,,
11/05/2016,York,Micklegate,,Wednesday,2016,,May,19,3192,3011,6203,,,,,,
11/05/2016,York,Parliament Street,,Wednesday,2016,,May,19,8195,9431,17626,,,,,,
11/05/2016,York,Stonegate,,Wednesday,2016,,May,19,6289,5540,11829,,,,,,
12/05/2016,York,Church Street,,Thursday,2016,,May,19,2120,2538,4658,,,,,,
12/05/2016,York,Coney Street,,Thursday,2016,,May,19,12488,9010,21498,,,,,,
12/05/2016,York,Micklegate,,Thursday,2016,,May,19,4042,3443,7485,,,,,,
12/05/2016,York,Parliament Street,,Thursday,2016,,May,19,10798,12299,23097,,,,,,
12/05/2016,York,Stonegate,,Thursday,2016,,May,19,6516,6126,12642,,,,,,
13/05/2016,York,Church Street,,Friday,2016,,May,19,2065,2621,4686,,,,,,
13/05/2016,York,Coney Street,,Friday,2016,,May,19,13559,9697,23256,,,,,,
13/05/2016,York,Micklegate,,Friday,2016,,May,19,3977,3742,7719,,,,,,
13/05/2016,York,Parliament Street,,Friday,2016,,May,19,8298,9168,17466,,,,,,
13/05/2016,York,Stonegate,,Friday,2016,,May,19,7295,7112,14407,,,,,,
14/05/2016,York,Church Street,,Saturday,2016,,May,19,2529,3097,5626,,,,,,
14/05/2016,York,Coney Street,,Saturday,2016,,May,19,20427,16594,37021,,,,,,
14/05/2016,York,Micklegate,,Saturday,2016,,May,19,4269,4450,8719,,,,,,
14/05/2016,York,Parliament Street,,Saturday,2016,,May,19,14621,17067,31688,,,,,,
14/05/2016,York,Stonegate,,Saturday,2016,,May,19,13286,12004,25290,,,,,,
15/05/2016,York,Church Street,,Sunday,2016,,May,19,1465,1983,3448,,,,,,
15/05/2016,York,Coney Street,,Sunday,2016,,May,19,11266,9517,20783,,,,,,
15/05/2016,York,Micklegate,,Sunday,2016,,May,19,2555,2937,5492,,,,,,
15/05/2016,York,Parliament Street,,Sunday,2016,,May,19,6940,7102,14042,,,,,,
15/05/2016,York,Stonegate,,Sunday,2016,,May,19,8140,7168,15308,,,,,,
16/05/2016,York,Church Street,,Monday,2016,,May,20,1995,2403,4398,,,,,,
16/05/2016,York,Coney Street,,Monday,2016,,May,20,10971,8531,19502,,,,,,
16/05/2016,York,Micklegate,,Monday,2016,,May,20,3374,3377,6751,,,,,,
16/05/2016,York,Parliament Street,,Monday,2016,,May,20,9398,10223,19621,,,,,,
16/05/2016,York,Stonegate,,Monday,2016,,May,20,6439,5675,12114,,,,,,
17/05/2016,York,Church Street,,Tuesday,2016,,May,20,2109,2387,4496,,,,,,
17/05/2016,York,Coney Street,,Tuesday,2016,,May,20,11084,8302,19386,,,,,,
17/05/2016,York,Micklegate,,Tuesday,2016,,May,20,3178,3078,6256,,,,,,
17/05/2016,York,Parliament Street,,Tuesday,2016,,May,20,8840,9808,18648,,,,,,
17/05/2016,York,Stonegate,,Tuesday,2016,,May,20,6271,5672,11943,,,,,,
18/05/2016,York,Church Street,,Wednesday,2016,,May,20,1679,2188,3867,,,,,,
18/05/2016,York,Coney Street,,Wednesday,2016,,May,20,10123,7905,18028,,,,,,
18/05/2016,York,Micklegate,,Wednesday,2016,,May,20,2763,2791,5554,,,,,,
18/05/2016,York,Parliament Street,,Wednesday,2016,,May,20,7108,7905,15013,,,,,,
18/05/2016,York,Stonegate,,Wednesday,2016,,May,20,5763,5196,10959,,,,,,
19/05/2016,York,Church Street,,Thursday,2016,,May,20,1934,2356,4290,,,,,,
19/05/2016,York,Coney Street,,Thursday,2016,,May,20,11912,8720,20632,,,,,,
19/05/2016,York,Micklegate,,Thursday,2016,,May,20,3357,3263,6620,,,,,,
19/05/2016,York,Parliament Street,,Thursday,2016,,May,20,7954,8957,16911,,,,,,
19/05/2016,York,Stonegate,,Thursday,2016,,May,20,7005,6397,13402,,,,,,
20/05/2016,York,Church Street,,Friday,2016,,May,20,2384,2836,5220,,,,,,
20/05/2016,York,Coney Street,,Friday,2016,,May,20,13673,10133,23806,,,,,,
20/05/2016,York,Micklegate,,Friday,2016,,May,20,3685,3417,7102,,,,,,
20/05/2016,York,Parliament Street,,Friday,2016,,May,20,10123,10906,21029,,,,,,
20/05/2016,York,Stonegate,,Friday,2016,,May,20,8087,7166,15253,,,,,,
